,Unnamed: 0,Created-At,From-User,From-User-Id,To-User,To-User-Id,Language,Source,Text,Geo-Location-Latitude,Geo-Location-Longitude,Retweet-Count,Id,Unnamed: 12,Sentiment
1025,1025,2022-02-02 07:42:36,Navotas City,150876668,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"NAVOBAKUNA | Sa tala ng ating City Health Office, 198,288 na ang nakatanggap ng first dose ng COVID-19 vaccine. Sa bilang na ito, 187,950 na ang nakakumpleto ng dalawang doses at 45,557 na ang nakatanggap ng booster.

#RESBAKUNA 
#BIDABakunation
#BIDASolusyon+ https://t.co/jLyD1Q0Qc3",,,0.0,1.4886590784824e+18,,1
1026,1026,2022-02-02 07:14:43,PIA-Caraga,630857697,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Hindi na nahihirapan ang lokal na pamahalaan ng Lingayen na makakuha ng bakuna para sa mga mamamayan.

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/ErAo1KPbpL",,,0.0,1.48865206098815e+18,,1
1027,1027,2022-02-02 07:14:39,PIA-Caraga,630857697,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Ipinagmalaki ni Mayor Leopoldo Bataoil na dahil sa pagtutulungan ng lahat ng sektor ay naabot na ng Lingayen, Pangasinan ang herd immunity.

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/lRMwkFivtC",,,0.0,1.48865204117427e+18,,1
1028,1028,2022-02-01 14:30:00,PIA Desk,525171812,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"Hindi na nahihirapan ang lokal na pamahalaan ng Lingayen na makakuha ng bakuna para sa mga mamamayan.

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/23bBWEKXUl",,,0.0,1.4883992148874e+18,,1
1029,1029,2022-02-01 12:30:00,PIA Desk,525171812,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"Ipinagmalaki ni Mayor Leopoldo Bataoil na dahil sa pagtutulungan ng lahat ng sektor ay naabot na ng Lingayen, Pangasinan ang herd immunity.

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/dQW4TWhImM",,,0.0,1.48836901536585e+18,,1
1030,1030,2022-02-01 11:09:52,Zamboanga City Police Station 9,1707037903,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @DOHgovph: ? Paano ako magpapa-rehistro?

Bisitahin ang https://t.co/Bomlo3wayV para sa iba pang impormasyon ukol sa mga bakuna kontra C�",,,4.0,1.48834885009602e+18,,1
1031,1031,2022-02-01 08:00:00,Navotas City,150876668,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"NAVOBAKUNA | Sa tala ng ating City Health Office, 198,172 na ang nakatanggap ng first dose ng COVID-19 vaccine. Sa bilang na ito, 187,047 na ang nakakumpleto ng dalawang doses at 44,969 na ang nakatanggap ng booster.

#RESBAKUNA 
#BIDABakunation
#BIDASolusyon+ https://t.co/JjjbimYVdv",,,0.0,1.48830106861435e+18,,1
1032,1032,2022-02-01 07:11:38,PIA-Caraga,630857697,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Restrictions sa non-vaccinated individuals, hindi na ipapatupad ngayong Alert Level 2 sa Metro Manila.
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/ib1zV2qY9o",,,0.0,1.48828889532665e+18,,1
1033,1033,2022-01-31 21:00:02,PIA Desk,525171812,,-1.0,tl,<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>,"Restrictions sa non-vaccinated individuals, hindi na ipapatupad ngayong Alert Level 2 sa Metro Manila.
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/0KpfmeL3x6",,,0.0,1.48813497992197e+18,,1
1034,1034,2022-01-31 14:33:34,Navotas City,150876668,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"NAVOBAKUNA | Narito po ang listahan ng mga naka-schedule mabakunahan bukas, 01 February: https://t.co/0Fj6idMfM4

#NavoBakuna 
#RESBAKUNA
#BIDABakunation 
#BIDASolusyon+ https://t.co/NJ7nU8BR8i",,,0.0,1.48803772580235e+18,,1
1035,1035,2022-01-31 08:05:38,Navotas City,150876668,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"NAVOBAKUNA | Sa tala ng ating City Health Office, 197,935 na ang nakatanggap ng first dose ng COVID-19 vaccine. Sa bilang na ito, 186,338 na ang nakakumpleto ng dalawang doses at 44,305 na ang nakatanggap ng booster.

#RESBAKUNA
#BIDABakunation
#BIDASolusyon+ https://t.co/8Y95S2tYk2",,,0.0,1.48794009583548e+18,,1
1036,1036,2022-01-31 07:50:05,UP MANILA (Official),409724749,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"RT @DOHgovph: ? Paano ako magpapa-rehistro? 

Bisitahin ang https://t.co/Bomlo3wayV para sa iba pang impormasyon ukol sa mga bakuna kontra�",,,10.0,1.48793618497865e+18,,1
1037,1037,2022-01-31 04:01:58,PIA-Caraga,630857697,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Passport at patunay na bakunado laban sa COVID-19,  requirements sa mga biyaherong papasok sa Pilipinas.
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/AXDP8c1Hmk",,,0.0,1.48787877755619e+18,,1
1038,1038,2022-01-31 04:01:42,PIA-Caraga,630857697,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Importansya ng COVID-19 vaccination sa mga bata, alamin.
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/oeVFoTHVkw",,,0.0,1.48787870761626e+18,,1
1039,1039,2022-01-31 04:01:11,PIA-Caraga,630857697,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Alamin ang dapat ihanda at gawin before at after mapabakunahan ang iyong anak.
 
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/KGHOfWUPCA",,,0.0,1.48787857842748e+18,,1
1040,1040,2022-01-31 04:00:55,PIA-Caraga,630857697,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"May mga ilang mamamayan ng Agusan Del Norte ang ayaw pa ring magpabakuna nguni�t hindi humihinto ang lokal na pamahalaan upang kumbinsihin sila.

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/z7ZuWMcUCj",,,0.0,1.48787851299636e+18,,1
1041,1041,2022-01-31 04:00:20,PIA-Caraga,630857697,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Social Media ang ginamit ng SK- Esperanza, Sultan Kudarat upang makapamahagi ng tamang impormasyon ukol sa bakuna.

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/awuACKp0hN",,,0.0,1.48787836731138e+18,,1
1042,1042,2022-01-31 03:49:35,PIA-Caraga,630857697,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Mga mag-aaral na edad 5 hanggang 11, planong mabakunahan na laban sa COVID-19.
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/BPIu4QMmns",,,0.0,1.48787565926322e+18,,1
1043,1043,2022-01-31 03:49:08,PIA-Caraga,630857697,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Sa pakikipagtulungan ng isang malaking eskuwelahan, mas naging episyente ang sistema ng pagbabakuna sa Esperanza, Sultan Kudarat.

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/L5ZKtbH6Ho",,,0.0,1.48787554860062e+18,,1
1044,1044,2022-01-31 03:48:49,PIA-Caraga,630857697,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Mga komunidad sa kabundukan, inabot ng COVID-19 vaccination drive ng Esperanza, Sultan Kudarat.

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/zydPTAkDaM",,,0.0,1.4878754673612e+18,,1
1045,1045,2022-01-31 03:47:27,PIA-Caraga,630857697,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Dahil sa pagtutulungan ng lahat ng sektor sa Boston, Davao Oriental, hindi nahirapan ang lokal na pamahalaan dito na magpatupad ng programa ukol sa bakuna.

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/yGlK5TnpAj",,,0.0,1.48787512269003e+18,,1
1046,1046,2022-01-31 03:47:21,PIA-Caraga,630857697,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"May pa-premyo ang lokal na pamahalaan ng Boston, Davao Oriental sa mga magpapabakuna.

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/mJtj0517Tc",,,0.0,1.487875099915e+18,,1
1047,1047,2022-01-31 03:46:57,PIA-Caraga,630857697,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Episyente ang lokal na pamahalaan sa pamamahagi ng tamang impormasyon kaya marami nang nabakunahan sa Boston, Davao Oriental.

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/fHhblWbPv9",,,0.0,1.48787499957887e+18,,1
1048,1048,2022-01-31 03:46:30,PIA-Caraga,630857697,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"90-Percent na ang fully-vaccinated sa Bayan ng Boston, Davao Oriental.

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/o07hUZVe48",,,0.0,1.48787488377833e+18,,1
1049,1049,2022-01-31 03:44:08,PIA-Caraga,630857697,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @DOHgovph: ? Paano ako magpapa-rehistro?

Bisitahin ang https://t.co/Bomlo3wayV para sa iba pang impormasyon ukol sa mga bakuna kontra C�",,,4.0,1.48787429086734e+18,,1
1050,1050,2022-01-31 03:38:23,PIA-Caraga,630857697,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Nahirapan man ang lokal na pamahalaan, malaking bahagi na ng populasyon ng Talisayan, Misamis Oriental ang nabakunahan na.

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/HHa05SnIIw",,,0.0,1.48787284052766e+18,,1
1051,1051,2022-01-31 03:38:01,PIA-Caraga,630857697,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Nagpabakuna na ang mga opisyal ng Sangguniang Kabataan ng Dumalinao, Zamboanga del Sur upang magsilbing halimbawa at makahikayat ng kapwa nila kabataan na magpabakuna.

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/V1Dpk6i30F",,,0.0,1.48787275097054e+18,,1
1052,1052,2022-01-31 03:37:43,PIA-Caraga,630857697,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Kaagapay ng lokal na pamahalaan ang Sangguniang Kabataan ng Dumalinao, Zamboanga del Sur sa panghihikayat ng mga kabataan na magpabakuna.

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/gLaxGJmHHF",,,0.0,1.48787267358563e+18,,1
1053,1053,2022-01-31 03:37:26,PIA-Caraga,630857697,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Alamin ang mga requirement bilang paghahanda sa COVID-19 vaccination ng mga anak na menor de edad.
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/FrfSEoVsGX",,,0.0,1.48787260427476e+18,,1
1054,1054,2022-01-31 03:37:08,PIA-Caraga,630857697,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Mga batang allergic sa antibiotics, ligtas na mabakunahan laban sa COVID-19.
 
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/zvXAfHmfW8",,,0.0,1.48787252535088e+18,,1
1055,1055,2022-01-31 03:36:46,PIA-Caraga,630857697,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Maraming benepisyo ang pagbabakuna sa mga edad 5 to 11 laban sa COVID-19.
 
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/jKrL09jghJ",,,0.0,1.48787243711532e+18,,1
1056,1056,2022-01-31 03:36:41,PIA-Caraga,630857697,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Alamin ang mga COVID-19 vaccine na ligtas na para sa mga menor de edad.
 
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/g5e4FPIeFH",,,0.0,1.48787241392921e+18,,1
1057,1057,2022-01-31 03:36:27,PIA-Caraga,630857697,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Dahil may sariling programa sa pagbabakuna ang lokal na pamahalaan ng Dumalinao, Zamboanga del Sur, handang handa na sila sa pagpapatupad ng programang pang rehiyon.

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/eVWAcOJnYW",,,0.0,1.48787235371545e+18,,1
1058,1058,2022-01-31 03:36:12,PIA-Caraga,630857697,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Kaunti na lamang at maaabot na ng lokal na pamahalaan ng Dumalinao, Zamboanga del Sur ang target na bilang na mabakunahan.

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/J769dvyofO",,,0.0,1.48787229192075e+18,,1
1059,1059,2022-01-31 03:35:50,PIA-Caraga,630857697,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Vaccine booster shots, nagbibigay ng dagdag na proteksyon laban sa COVID-19.
 
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/eoAlZdnWeF",,,0.0,1.48787220107633e+18,,1
1060,1060,2022-01-31 03:34:59,PIA-Caraga,630857697,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"15M doses ng COVID-19 Pfizer vaccine na para sa mga menor de edad, inaasahang darating sa susunod na linggo.
 
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/0pWgSIaw6b",,,0.0,1.48787198685257e+18,,1
1061,1061,2022-01-31 03:34:20,PIA-Caraga,630857697,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"72-Percent ng target population ang bakunado sa Bayan ng Talisayan, Misamis Oriental.

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/4w7mmggcTt",,,0.0,1.48787182232261e+18,,1
1062,1062,2022-01-31 03:33:34,PIA-Caraga,630857697,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Huwag maniwala sa fake news, ang COVID-19 booster ay ligtas sa katawan ng tao.
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/wC2ruRgiHj",,,0.0,1.48787162964854e+18,,1
1063,1063,2022-01-31 03:33:27,PIA-Caraga,630857697,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Isasagawang 'Zambayanihan Bakunahan' sa rehiyon ng Zamboanga Peninsula, pinaghahandaan na sa Bayan ng Dumalinao.

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/D947WfkQeB",,,0.0,1.48787159939917e+18,,1
1064,1064,2022-01-31 03:31:18,PIA-Caraga,630857697,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @PIADesk: Know your COVID-19 Vaccines! ?
Narito ang mga dapat mong malaman sa mga bakuna kontra COVID-19.
 
Bisitahin ang https://t.co/3�",,,1.0,1.48787105975622e+18,,1
1065,1065,2022-01-31 03:29:29,PIA-Caraga,630857697,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @DOHgovph: ? Paano ako magpapa-rehistro? 

Bisitahin ang https://t.co/Bomlo3wayV para sa iba pang impormasyon ukol sa mga bakuna kontra�",,,10.0,1.48787060095769e+18,,1
1066,1066,2022-01-30 15:11:41,Ako Si Cecille,3537253932,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @Navotas_City: NAVOBAKUNA | Narito po ang gabay para sa pagbabakuna sa ating lungsod. Prayoridad nating mabakunahan ang mga 18 y.o. at p�,,,1.0,1.48768492841876e+18,,1
1067,1067,2022-01-30 14:00:01,PIA Desk,525171812,,-1.0,tl,<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>,"Dahil sa patuloy na pagtaas ng mga kaso ng COVID-19 sa bansa, ipinag-utos ni Pangulong Rodrigo Duterte sa mga rebeldeng NPA na payagan ang programang �bakunahan� sa mga komunidad na kanilang pinapasok.  
https://t.co/q7N5hSQWjz 
#RESBAKUNA #BIDABakunation https://t.co/6cE691qfUL",,,0.0,1.48766689193822e+18,,1
1068,1068,2022-01-30 10:00:27,Navotas City,150876668,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"NAVOBAKUNA | Narito po ang listahan ng mga naka-schedule mabakunahan bukas, 31 January: https://t.co/2WdMxDSpjV

#NavoBakuna 
#RESBAKUNA
#BIDABakunation 
#BIDASolusyon+
#StaySafe #Navotas https://t.co/S2WPE6W2TS",,,0.0,1.48760660377195e+18,,0
1069,1069,2022-01-30 10:00:01,PIA Desk,525171812,,-1.0,tl,<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>,"Passport at patunay na bakunado laban sa COVID-19,  requirements sa mga biyaherong papasok sa Pilipinas.
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/kZmVqMmWEa",,,0.0,1.48760649478258e+18,,1
1070,1070,2022-02-05 19:41:43,???? ????????,1.48992445592512E+018,,-1.0,tl,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,"Nakapag pa vaccine din sa wakas. ??
#1stdosevaccinedone
#moderna https://t.co/iiDirjqHOA",,,0.0,1.48992721016532e+18,,1
1071,1071,2022-02-05 17:21:26,LotisQuirosFernandez,380830764,,-1.0,tl,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,"Give yourself a Boost!?

#Moderna huwag mo kami pahirapan please?
@murphyfernandez @ Alviera Porac - Ayala Land https://t.co/eFtQZdthrb",15.26152,120.03729,0.0,1.48989190898606e+18,,1
1072,1072,2022-02-03 11:38:41,??????,46612645,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Finally got my booster shot. Parang medyo mabigat. ?
#Moderna #ManilaCovid19Vaccine https://t.co/RswPAglnqM",,,0.0,1.48908087528733e+18,,1
1073,1073,2022-01-31 21:40:30,Gising Pilipinas (WakeUp Philippines),62010813,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Took paracetamol just in case na talaban ng side effects ng bakuna.

#moderna https://t.co/wVXhbnmKa6",,,0.0,1.48814516405701e+18,,0
1074,1074,2022-01-30 19:49:40,NiccoAlegro,1948991652,,-1.0,tl,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"Ang mga tao pag tanungin ng bakuna or booster pag #Moderna may certain level of kahambugan.

Because? 

#opinion",,,0.0,1.48775488711908e+18,,1
1075,1075,2022-01-30 13:32:57,Mafeh * Saint,1.40967402725844E+018,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Akala ko sanay na ako sa vaccine,
pero masakit din pala ang booster shot,parang pag iwan niya sayo sa ere ?? !! 

#Moderna",,,0.0,1.48766008116892e+18,,0
1076,1076,2022-02-10 20:21:25,Jemelyn S. Balatbat,2921846502,,-1.0,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,Vaxxed! First dose done??Thank you @Mayora_Abby and #frontliners  for a very systematic vaccination process in SM Makati.  #resbakuna #bakunamakati https://t.co/yUFD0BqidC,,,1.0,1.49174914393239e+18,,1
1077,1077,2022-02-07 09:38:38,? �?� ?? ????? ????? ?,11329742,,-1.0,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"Just got my booster shot today. 
#IngatAngatBakunaLahat #BayanihanBakunahan
#Resbakuna #VaccinesWork",,,0.0,1.49050021628153e+18,,1
1078,1078,2022-02-12 13:33:31,@Sundaeeeee,1.15024208226028E+018,,-1.0,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,Done booster shot?? #Moderna https://t.co/A1DVtwxYe2,,,0.0,1.49237126816298e+18,,1
1079,1079,2022-02-12 08:22:56,Erich Maca (Erick Tayag Maca),982495106,,-1.0,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,Done with my booster shot today. Thank you GMA ?? #Moderna https://t.co/X19FHkHCAm,,,0.0,1.49229310704749e+18,,1
1080,1080,2022-02-11 14:32:58,Wayli,1.49193094805667E+018,,-1.0,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Got boosted??
#moderna https://t.co/XWlwL4Gyow",,,0.0,1.49202384052377e+18,,1
1081,1081,2022-02-10 18:27:02,Ham Bravo ?,2801619843,,-1.0,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,#IGotABooster #Moderna please no side effects need shower para fresh ? https://t.co/7N1TThoc71,,,0.0,1.49172035607555e+18,,0
1082,1082,2022-02-08 10:38:15,Jeff Rey Bunggay,135199968,,-1.0,en,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,"Just got #Boosted with #ModernaVaccine previously vaccinated with #Pfizer. ??
#A3 #Vaxxed @ Dau Barangay Hall https://t.co/MPJeyUL9vM",15.1745108,120.58600237,0.0,1.49087760964678e+18,,1
1083,1083,2022-02-14 08:11:20,PIA-Caraga,630857697,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Alamin ang update ng COVID-19 vaccination sa edad 5 to 11 na mga bata.
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/UpM6sw2wMo",,,0.0,1.49301496175633e+18,,1
1084,1084,2022-02-14 08:10:46,Navotas City,150876668,,-1.0,tl,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"NAVOBAKUNA | Sa tala ng ating City Health Office, 201,282 na ang nakatanggap ng first dose ng COVID-19 vaccine. Sa bilang na ito, 195,070 na ang nakakumpleto ng dalawang doses at 47,825 na ang nakatanggap ng booster.

#RESBAKUNA 
#BIDABakunation
#BIDASolusyon+ https://t.co/rklrzzd2wW",,,0.0,1.49301481825701e+18,,1
1085,1085,2022-02-14 08:10:32,PIA-Caraga,630857697,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"87% na ang protektado laban sa COVID-19 sa Bayan ng Balangkayan, Eastern Samar.

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/ckEWSpnAxG",,,0.0,1.4930147613777e+18,,1
1086,1086,2022-02-14 08:09:25,PIA-Caraga,630857697,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Basahin ang update ni Mayor Jose Abiera ukol sa bilang ng mga nabakunahan sa Simbulan, Negros Oriental.

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/4cRdxcEoXy",,,0.0,1.49301447826213e+18,,1
1087,1087,2022-02-14 08:09:10,PIA-Caraga,630857697,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Kasabay ng paghahanda sa pagbabakuna para sa mga batang may edad 5-11,  patuloy pa rin ang pagbabakuna ng lokal na pamahalaan mg Sibulan, Negros Oriental sa mga kabataang may edad 12-17.

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/KkqvY6LLv9",,,0.0,1.49301441482328e+18,,1
1088,1088,2022-02-14 08:08:59,PIA-Caraga,630857697,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Kabilang sa paghahanda ng lokal na pamahalaan ng Malay, Aklan sa pagbabakuna para sa may edad na 5-11 ang pamamahagi ng tamang impormasyon ukol dito

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/sDEHJ5qw2y",,,0.0,1.49301437028403e+18,,1
1089,1089,2022-02-14 08:08:25,PIA-Caraga,630857697,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Napakarami nang nabakunahan sa Malay, Aklan.

#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/jnUb8Fykvy",,,0.0,1.493014228915e+18,,1
1090,1090,2022-02-14 08:08:19,PIA-Caraga,630857697,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"I-update na ang vaccine status! Kumuha na ng COVID-19 booster shots, habang libre pa.
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainExplain https://t.co/bWWyh2aeBP",,,0.0,1.49301420086764e+18,,1
1091,1091,2022-02-14 08:03:59,PIA-Caraga,630857697,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @PIADesk: EXTENDED ANG BAYANIHAN HANGGANG FEBRUARY 18! 
Mga chikiting, lola't lolo, mga hindi pa bakunado, at mga eligible na sa booster�",,,1.0,1.49301311118746e+18,,1
1092,1092,2022-02-14 08:03:33,PIA-Caraga,630857697,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @pcoogov: TINGNAN: Palalawagin ng @DOHgovph ang #BayanihanBakunahan National COVID-19 Vaccination Days Phase 3 hanggang Pebrero 18. 

Sa�",,,5.0,1.49301300205587e+18,,1
1093,1093,2022-02-14 08:02:07,PIA-Caraga,630857697,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @pcoogov: TINGNAN: Sinalubong ng gobyerno ang pagdating ng higit 4 na milyong Pfizer vaccines nitong Huwebes, Pebrero 10, 2022.

Sa kasa�",,,2.0,1.49301264064108e+18,,0
1094,1094,2022-02-14 08:01:36,PIA-Caraga,630857697,,-1.0,tl,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @pcoogov: TINGNAN: Pinuri ng @WHOPhilippines ang pamahalaan matapos mabakunahan ang 60 milyong indibidwal sa bansa laban sa COVID-19.

#�",,,3.0,1.49301251099519e+18,,1
